bg_id,numplayers,best,recommended,not_recommended
31481,32767,3,22,164
328871,1,25,59,21
328871,2,50,44,21
328871,3,59,39,5
328871,4,26,43,14
328871,32767,1,1,47
20551,1,0,1,137
20551,2,1,13,132
20551,3,20,121,66
20551,4,119,107,3
20551,5,170,54,7
20551,32767,0,0,96
176494,1,0,4,212
176494,2,35,167,109
176494,3,175,131,2
176494,4,195,110,6
176494,5,54,168,48
176494,32767,0,6,156
118,1,0,1,179
118,2,0,4,181
118,3,19,135,79
118,4,164,91,3
118,5,185,58,14
118,32767,2,13,122
128621,1,0,23,48
128621,2,13,67,21
128621,3,60,46,5
128621,4,67,34,7
128621,5,27,44,22
128621,6,5,32,47
128621,32767,1,0,59
27833,1,0,6,65
27833,2,3,27,53
27833,3,22,70,10
27833,4,92,21,0
27833,5,49,49,8
27833,32767,5,25,38
421,1,0,4,64
421,2,1,13,66
421,3,7,57,30
421,4,60,41,2
421,5,62,40,3
421,6,29,49,13
421,7,1,9,53
421,32767,0,1,35
241451,1,7,32,16
241451,2,43,19,6
241451,3,10,30,13
241451,4,14,28,12
241451,32767,0,0,42
19857,1,0,4,150
19857,2,44,139,42
19857,3,121,103,3
19857,4,130,88,8
19857,5,33,111,60
19857,32767,0,5,127
27708,1,1,7,160
27708,2,224,9,0
27708,32767,1,3,162
140620,1,12,113,46
140620,2,57,157,19
140620,3,179,58,3
140620,4,42,114,49
140620,5,4,50,134
140620,32767,0,0,97
228341,1,0,3,76
228341,2,20,103,15
228341,3,57,68,0
228341,4,72,52,4
228341,32767,0,0,66
3,1,0,0,151
3,2,103,158,18
3,3,183,93,3
3,4,82,148,28
3,32767,0,1,126
269207,1,5,14,82
269207,2,76,63,4
269207,3,73,51,2
269207,4,29,64,25
269207,32767,0,0,77
127060,1,0,4,91
127060,2,37,129,20
127060,3,65,97,4
127060,4,108,63,7
127060,32767,0,0,75
235802,1,13,32,0
235802,2,31,14,1
235802,32767,9,14,11
204583,1,2,15,350
204583,2,346,153,20
204583,3,115,327,42
204583,4,332,155,9
204583,32767,0,7,296
155873,1,0,1,29
155873,2,2,23,15
155873,3,6,31,3
155873,4,30,13,0
155873,5,25,17,0
155873,6,5,25,5
155873,32767,0,0,25
108745,1,0,8,236
108745,2,336,115,12
108745,3,137,254,25
108745,4,36,158,194
108745,32767,0,1,215
92828,1,0,0,131
92828,2,0,1,134
92828,3,0,17,124
92828,4,10,106,35
92828,5,68,85,4
92828,6,131,35,1
92828,7,70,68,6
92828,8,63,74,9
92828,9,25,82,28
92828,10,25,78,32
92828,11,15,63,53
92828,12,18,56,57
92828,32767,4,12,90
24181,1,0,0,159
24181,2,9,36,155
24181,3,44,137,39
24181,4,166,80,6
24181,5,81,130,23
24181,6,55,81,83
24181,32767,0,4,111
274637,1,0,3,58
274637,2,75,7,1
274637,3,0,10,53
274637,4,26,30,11
274637,32767,0,1,48
295486,1,0,5,57
295486,2,48,53,5
295486,3,28,48,4
295486,4,52,31,5
295486,32767,2,4,46
271896,1,13,75,27
271896,2,32,95,8
271896,3,83,47,6
271896,4,19,65,40
271896,32767,0,2,77
144344,1,1,2,68
144344,2,20,90,15
144344,3,84,40,2
144344,4,53,72,2
144344,5,19,61,43
144344,32767,0,0,59
97207,1,0,8,96
97207,2,45,103,25
97207,3,42,111,8
97207,4,117,45,4
97207,32767,0,1,76
165722,1,0,0,50
165722,2,63,0,0
165722,32767,0,4,45
760,1,1,3,123
760,2,168,5,2
760,32767,2,16,110
286096,1,38,136,44
286096,2,52,172,40
286096,3,170,74,19
286096,4,74,123,55
286096,5,14,73,151
286096,32767,2,2,153
232405,1,0,3,114
232405,2,1,46,100
232405,3,21,89,30
232405,4,120,36,2
232405,5,52,76,25
232405,6,17,48,73
232405,32767,2,0,87
181279,1,0,0,151
181279,2,19,93,72
181279,3,98,71,13
181279,4,12,116,44
181279,5,155,42,14
181279,32767,0,1,124
22545,1,0,3,173
22545,2,12,86,139
22545,3,33,175,44
22545,4,184,108,4
22545,5,151,97,17
22545,32767,28,69,70
176734,1,5,28,25
176734,2,6,41,25
176734,3,22,43,3
176734,4,42,27,1
176734,5,10,38,10
176734,32767,0,0,22
154203,1,48,189,73
154203,2,307,102,9
154203,3,86,221,38
154203,4,35,140,161
154203,32767,1,5,215
38453,1,13,57,164
38453,2,12,91,150
38453,3,19,153,84
38453,4,211,94,4
38453,5,229,70,5
38453,32767,1,6,140
223040,1,1,15,96
223040,2,104,63,16
223040,3,106,67,1
223040,4,61,90,10
223040,5,20,71,47
223040,6,2,42,80
223040,32767,0,2,83
66589,1,1,0,79
66589,2,14,77,47
66589,3,33,90,16
66589,4,119,29,3
66589,5,33,87,12
66589,32767,1,1,64
224783,1,0,13,37
224783,2,12,50,14
224783,3,32,45,0
224783,4,41,34,3
224783,5,6,38,21
224783,32767,0,1,42
2655,1,0,7,211
2655,2,274,10,1
2655,32767,0,1,206
206718,1,0,0,89
206718,2,6,61,53
206718,3,14,90,16
206718,4,96,34,1
206718,5,53,54,7
206718,6,17,71,21
206718,32767,1,2,54
19777,1,0,0,68
19777,2,3,16,68
19777,3,24,69,17
19777,4,101,24,1
19777,5,29,64,22
19777,32767,1,2,54
300531,1,20,65,34
300531,2,98,50,5
300531,3,68,51,5
300531,4,12,58,32
300531,32767,0,3,71
93260,1,0,1,65
93260,2,105,7,0
93260,3,2,8,62
93260,4,12,39,17
93260,32767,0,2,56
222509,1,0,21,53
222509,2,5,45,46
222509,3,17,73,14
222509,4,93,18,2
222509,32767,3,14,40
193037,1,1,6,64
193037,2,0,32,53
193037,3,12,61,13
193037,4,68,22,0
193037,5,37,41,10
193037,32767,2,3,52
203420,1,6,73,37
203420,2,94,42,2
203420,3,62,60,6
203420,4,24,62,34
203420,5,1,18,91
203420,6,0,10,93
203420,32767,0,1,95
294484,1,1,0,25
294484,2,32,5,0
294484,3,0,7,17
294484,4,9,14,5
294484,32767,0,1,17
160477,1,1,2,89
160477,2,106,4,1
160477,32767,0,0,92
59294,1,0,5,117
59294,2,31,117,40
59294,3,50,111,14
59294,4,151,45,9
59294,32767,1,2,72
48726,1,0,2,154
48726,2,25,140,90
48726,3,146,112,6
48726,4,136,82,37
48726,32767,4,8,135
54138,1,0,2,87
54138,2,3,38,74
54138,3,22,78,18
54138,4,96,38,2
54138,5,50,52,12
54138,6,32,52,30
54138,32767,0,4,57
246784,1,0,0,91
246784,2,2,17,77
246784,3,25,90,17
246784,4,96,36,0
246784,5,37,65,14
246784,32767,0,0,75
13122,1,0,9,41
13122,2,57,32,1
13122,3,54,31,0
13122,4,20,42,18
13122,32767,0,0,43
227224,1,1,43,20
227224,2,23,78,7
227224,3,76,24,2
227224,4,14,65,8
227224,32767,0,0,47
46213,1,0,1,126
46213,2,0,4,126
46213,3,1,7,122
46213,4,2,51,82
46213,5,11,89,44
46213,6,46,107,4
46213,7,53,85,11
46213,8,139,25,1
46213,32767,29,28,41
146439,1,2,1,44
146439,2,68,6,0
146439,32767,0,4,37
187617,1,119,9,0
187617,2,3,24,57
187617,3,0,11,67
187617,4,0,9,69
187617,32767,0,3,70
172081,1,24,81,16
172081,2,56,74,5
172081,3,74,50,3
172081,4,45,58,22
172081,32767,1,2,78
139976,1,0,0,78
139976,2,1,19,67
139976,3,12,80,10
139976,4,102,16,1
139976,32767,44,44,9
209685,1,0,3,149
209685,2,31,150,28
209685,3,135,72,2
209685,4,128,78,2
209685,5,30,120,31
209685,32767,0,3,115
302723,1,4,29,33
302723,2,12,31,29
302723,3,7,48,10
302723,4,21,45,2
302723,5,45,23,3
302723,6,22,32,9
302723,7,15,27,17
302723,32767,1,3,43
234,1,2,8,59
234,2,93,3,1
234,32767,3,2,58
143693,1,26,75,36
143693,2,106,77,8
143693,3,55,98,5
143693,4,53,86,19
143693,32767,0,0,72
227789,1,3,2,72
227789,2,43,67,17
227789,3,37,67,11
227789,4,83,33,4
227789,32767,0,2,54
163967,1,22,131,30
163967,2,43,141,13
163967,3,134,56,2
163967,4,47,106,34
163967,5,10,44,126
163967,32767,0,1,118
54,1,1,0,149
54,2,35,144,68
54,3,104,154,12
54,4,195,74,6
54,32767,2,1,127
136888,1,0,4,80
136888,2,35,110,10
136888,3,96,41,1
136888,4,64,59,6
136888,32767,2,6,64
140934,1,2,9,136
140934,2,143,100,19
140934,3,88,130,8
140934,4,67,117,29
140934,32767,1,5,119
40692,1,2,20,586
40692,2,114,492,230
40692,3,302,505,30
40692,4,619,250,16
40692,5,226,474,91
40692,32767,6,38,408
172818,1,0,4,99
172818,2,33,105,7
172818,3,101,43,0
172818,4,35,93,7
172818,32767,0,0,85
45315,1,3,6,163
45315,2,18,130,96
45315,3,20,174,53
45315,4,267,25,0
45315,32767,1,0,126
260605,1,0,0,53
260605,2,0,11,46
260605,3,1,36,23
260605,4,16,52,0
260605,5,45,26,0
260605,6,39,24,1
260605,7,13,33,5
260605,8,12,29,9
260605,32767,0,3,33
300322,1,32,51,7
300322,2,55,35,1
300322,3,17,48,5
300322,4,5,33,24
300322,32767,0,0,40
101721,1,0,1,95
101721,2,131,13,2
101721,32767,10,54,36
129622,1,2,0,650
129622,2,38,275,510
129622,3,213,612,35
129622,4,761,142,6
129622,32767,21,66,404
77130,1,0,9,168
77130,2,25,167,77
77130,3,57,192,23
77130,4,237,61,10
77130,32767,8,17,109
257499,1,19,83,28
257499,2,49,95,7
257499,3,80,60,5
257499,4,58,64,22
257499,5,4,42,84
257499,6,2,16,115
257499,32767,1,0,111
5,1,0,0,201
5,2,2,43,198
5,3,65,168,44
5,4,218,87,2
5,5,83,159,32
5,6,33,116,98
5,32767,1,5,162
181304,1,1,0,270
181304,2,1,69,235
181304,3,15,151,127
181304,4,87,219,8
181304,5,238,82,1
181304,6,179,111,16
181304,7,99,129,46
181304,32767,1,6,184
2653,1,0,1,206
2653,2,5,136,137
2653,3,33,240,20
2653,4,302,28,2
2653,32767,26,29,109
59959,1,1,4,219
59959,2,250,99,22
59959,3,85,173,32
59959,4,49,165,66
59959,5,32,126,111
59959,6,73,85,122
59959,32767,3,7,180
25292,1,4,33,134
25292,2,22,161,58
25292,3,118,127,7
25292,4,169,79,28
25292,32767,0,6,129
176920,1,0,3,83
176920,2,0,28,76
176920,3,10,88,11
176920,4,82,40,0
176920,5,47,62,6
176920,6,14,69,29
176920,32767,0,1,55
21241,1,1,24,162
21241,2,293,48,0
21241,3,39,133,100
21241,4,47,162,67
21241,32767,3,22,149
219513,1,0,4,105
219513,2,26,119,7
219513,3,60,89,0
219513,4,85,55,3
219513,32767,0,1,88
39856,1,0,2,495
39856,2,1,8,505
39856,3,7,138,419
39856,4,106,463,56
39856,5,433,210,1
39856,6,527,120,3
39856,32767,71,144,175
41114,1,1,1,301
41114,2,0,2,299
41114,3,0,2,300
41114,4,0,11,290
41114,5,45,227,110
41114,6,114,250,31
41114,7,272,128,7
41114,8,170,185,10
41114,9,77,225,44
41114,10,71,204,71
41114,32767,0,11,215
70919,1,0,6,224
70919,2,74,243,23
70919,3,215,118,3
70919,4,130,171,19
70919,32767,0,3,185
37046,1,74,151,60
37046,2,58,191,41
37046,3,30,196,48
37046,4,253,56,11
37046,32767,2,1,156
119890,1,0,10,73
119890,2,122,5,3
119890,32767,0,1,78
163745,1,1,4,38
163745,2,48,6,0
163745,32767,7,18,15
184921,1,1,2,82
184921,2,28,55,44
184921,3,56,73,4
184921,4,74,54,7
184921,32767,0,3,69
285967,1,3,2,101
285967,2,91,47,17
285967,3,25,82,34
285967,4,82,57,11
285967,5,18,73,37
285967,32767,1,3,80
156546,1,0,0,21
156546,2,0,0,21
156546,3,0,2,18
156546,4,2,15,3
156546,5,0,11,8
156546,6,15,8,0
156546,7,3,12,6
156546,8,19,4,0
156546,9,5,13,4
156546,10,16,5,1
156546,11,4,9,7
156546,12,7,9,4
156546,13,1,7,8
156546,14,3,7,6
156546,15,0,6,9
156546,16,2,7,6
156546,32767,1,3,11
188866,1,12,33,47
188866,2,27,60,29
188866,3,19,72,10
188866,4,71,33,3
188866,5,39,43,11
188866,6,11,47,23
188866,7,3,27,44
188866,8,2,27,46
188866,32767,0,2,55
199042,1,14,77,102
199042,2,76,157,8
199042,3,79,132,7
199042,4,110,87,31
199042,32767,0,6,157
234487,1,1,1,59
234487,2,44,71,4
234487,3,70,37,5
234487,4,25,60,22
234487,5,3,25,65
234487,32767,1,0,58
230253,1,4,31,12
230253,2,46,5,1
230253,3,4,17,15
230253,4,3,22,13
230253,32767,1,5,30
172,1,1,5,221
172,2,1,11,219
172,3,33,209,62
172,4,157,172,0
172,5,217,97,4
172,6,89,169,31
172,32767,0,8,166
192458,1,13,56,30
192458,2,94,40,3
192458,3,35,64,8
192458,4,7,56,38
192458,32767,0,0,60
182134,1,0,4,61
182134,2,12,48,31
182134,3,20,69,0
182134,4,62,29,1
182134,5,17,46,14
182134,6,6,34,34
182134,32767,0,1,53
17392,1,1,11,88
17392,2,2,27,67
17392,3,32,73,26
17392,4,4,23,70
17392,5,7,26,63
17392,6,154,15,3
17392,32767,5,3,65
8217,1,2,5,186
8217,2,91,199,24
8217,3,184,110,6
8217,4,121,145,20
8217,32767,3,9,152
25554,1,0,3,116
25554,2,30,121,53
25554,3,133,81,2
25554,4,119,92,2
25554,5,45,131,16
25554,32767,0,0,94
1,1,0,1,83
1,2,0,1,85
1,3,2,26,73
1,4,25,84,9
1,5,111,12,2
1,32767,1,0,59
50,1,1,6,281
50,2,345,22,2
50,32767,6,6,258
297030,1,30,41,16
297030,2,38,56,12
297030,3,70,23,2
297030,4,20,41,10
297030,32767,0,1,35
39683,1,100,147,45
39683,2,249,95,14
39683,3,61,137,87
39683,4,35,114,130
39683,32767,0,1,143
234277,1,61,38,12
234277,2,30,73,4
234277,3,55,41,2
234277,4,16,55,4
234277,5,8,38,28
234277,32767,1,0,45
250458,1,2,54,32
250458,2,18,95,25
250458,3,85,52,1
250458,4,69,63,14
250458,5,11,38,54
250458,32767,1,0,59
24480,1,1,4,157
24480,2,26,131,90
24480,3,93,154,16
24480,4,174,74,19
24480,32767,6,16,114
90137,1,0,4,115
90137,2,31,107,40
90137,3,51,103,12
90137,4,153,36,4
90137,32767,7,18,62
246192,1,0,1,54
246192,2,39,51,2
246192,3,53,34,1
246192,4,27,45,6
246192,32767,0,0,48
33160,1,1,3,102
33160,2,3,41,98
33160,3,15,105,70
33160,4,121,74,2
33160,5,131,65,6
33160,32767,0,0,78
9217,1,0,8,128
9217,2,98,124,34
9217,3,79,148,15
9217,4,164,63,17
9217,32767,4,9,108
31594,1,0,3,121
31594,2,18,95,85
31594,3,58,125,20
31594,4,157,64,3
31594,5,107,80,18
31594,32767,0,3,95
244271,1,0,1,17
244271,2,36,2,0
244271,3,3,16,6
244271,4,3,17,4
244271,5,0,1,17
244271,6,1,1,17
244271,32767,0,0,16
245934,1,1,1,48
245934,2,28,66,5
245934,3,51,35,0
245934,4,24,59,8
245934,32767,0,1,34
304420,1,12,34,14
304420,2,29,51,4
304420,3,56,24,1
304420,4,24,41,9
304420,32767,1,0,32
144592,1,0,0,49
144592,2,14,50,26
144592,3,38,50,1
144592,4,59,27,3
144592,5,14,41,20
144592,32767,0,0,43
186751,1,1,6,39
186751,2,59,9,1
186751,3,3,35,17
186751,4,27,32,4
186751,32767,1,1,42
204305,1,13,32,5
204305,2,46,11,1
204305,3,14,32,4
204305,4,4,28,13
204305,5,1,7,34
204305,6,0,6,37
204305,7,0,2,40
204305,8,1,1,41
204305,32767,0,1,43
265736,1,20,80,32
265736,2,38,113,18
265736,3,91,60,4
265736,4,63,74,9
265736,5,18,70,45
265736,6,11,49,67
265736,32767,2,9,68
63888,1,2,6,243
63888,2,325,126,9
63888,3,132,223,55
63888,4,39,157,196
63888,32767,0,4,245
256226,1,0,0,50
256226,2,21,63,8
256226,3,62,21,1
256226,4,23,51,10
256226,32767,0,0,40
21348,1,0,3,59
21348,2,6,59,22
21348,3,29,56,5
21348,4,70,22,1
21348,5,34,50,5
21348,32767,0,4,46
270633,1,12,25,2
270633,2,34,5,0
270633,3,5,25,3
270633,4,4,20,9
270633,32767,0,0,27
70323,1,0,3,579
70323,2,12,149,561
70323,3,99,544,83
70323,4,577,217,9
70323,5,394,306,30
70323,6,206,376,109
70323,32767,3,50,341
244711,1,28,39,13
244711,2,22,67,4
244711,3,56,25,1
244711,4,17,52,7
244711,32767,0,0,39
40765,1,0,1,78
40765,2,25,63,20
40765,3,61,47,7
40765,4,72,43,3
40765,32767,0,1,59
170771,1,53,39,11
170771,2,52,46,6
170771,3,47,51,6
170771,4,26,56,19
170771,5,7,27,55
170771,32767,0,0,66
111341,1,0,0,47
111341,2,11,45,21
111341,3,40,44,2
111341,4,64,22,0
111341,5,8,50,16
111341,32767,0,0,38
155987,1,0,1,110
155987,2,24,96,42
155987,3,53,106,2
155987,4,111,41,8
155987,32767,2,5,84
195539,1,0,1,64
195539,2,2,42,33
195539,3,23,59,7
195539,4,61,36,1
195539,5,49,33,22
195539,32767,0,0,49
260428,1,20,45,7
260428,2,17,51,4
260428,3,39,25,0
260428,4,18,39,3
260428,5,2,33,17
260428,32767,0,1,39
154809,1,0,0,35
154809,2,8,37,15
154809,3,20,37,3
154809,4,43,19,0
154809,32767,0,0,24
166669,1,0,1,40
166669,2,32,43,2
166669,3,46,20,0
166669,4,17,40,7
166669,32767,0,2,31
236191,1,0,6,36
236191,2,15,63,13
236191,3,52,22,0
236191,4,19,43,6
236191,32767,0,0,37
36932,1,1,11,62
36932,2,105,10,0
36932,32767,2,12,65
128271,1,3,45,35
128271,2,76,54,17
128271,3,74,58,2
128271,4,34,68,24
128271,5,7,47,56
128271,32767,0,1,54
71,1,0,1,72
71,2,0,8,77
71,3,1,35,47
71,4,17,53,14
71,5,38,55,4
71,6,48,52,0
71,7,63,29,7
71,32767,6,13,43
198773,1,0,0,118
198773,2,0,17,106
198773,3,2,20,97
198773,4,54,82,7
198773,5,2,90,28
198773,6,113,23,0
198773,7,12,84,21
198773,8,50,62,9
198773,32767,5,54,44
121,1,1,1,115
121,2,1,7,121
121,3,3,23,106
121,4,5,68,57
121,5,26,77,31
121,6,139,13,3
121,32767,0,11,69
54625,1,0,18,52
54625,2,100,13,3
54625,32767,12,27,42
40354,1,0,4,73
40354,2,4,37,46
40354,3,117,4,1
40354,32767,1,6,59
243,1,2,58,27
243,2,119,4,2
243,32767,6,33,44
194594,1,0,0,133
194594,2,26,118,45
194594,3,57,114,4
194594,4,144,38,5
194594,32767,0,1,103
215311,1,0,0,98
215311,2,3,66,60
215311,3,77,56,6
215311,4,55,80,3
215311,5,37,83,14
215311,6,79,41,21
215311,32767,0,0,80
161614,1,0,0,53
161614,2,7,22,35
161614,3,5,63,6
161614,4,46,32,1
161614,5,55,16,1
161614,32767,0,1,40
47,1,0,0,94
47,2,0,1,98
47,3,4,58,64
47,4,52,82,4
47,5,112,29,3
47,32767,1,3,67
269210,1,35,30,8
269210,2,60,22,1
269210,3,18,45,9
269210,4,8,41,23
269210,32767,0,0,49
15987,1,96,392,270
15987,2,118,531,152
15987,3,270,527,37
15987,4,642,274,21
15987,5,216,429,135
15987,6,81,366,272
15987,7,14,150,490
15987,8,14,122,547
15987,32767,3,11,551
124708,1,21,126,41
124708,2,56,130,12
124708,3,30,134,21
124708,4,155,54,6
124708,32767,4,12,114
55670,1,0,3,60
55670,2,32,81,12
55670,3,68,47,2
55670,4,40,55,16
55670,32767,0,0,54
63628,1,0,3,69
63628,2,10,51,36
63628,3,34,67,5
63628,4,73,42,2
63628,5,12,58,36
63628,32767,0,0,53
66188,1,0,2,94
66188,2,10,81,68
66188,3,73,87,4
66188,4,135,31,4
66188,32767,1,0,76
298047,1,16,51,19
298047,2,25,50,6
298047,3,52,32,1
298047,4,34,40,5
298047,32767,1,2,36
215341,1,3,7,32
215341,2,45,17,1
215341,3,17,38,4
215341,4,3,28,28
215341,32767,0,1,39
245655,1,0,0,67
245655,2,0,1,68
245655,3,1,6,63
245655,4,12,56,6
245655,5,77,11,0
245655,32767,6,8,35
151347,1,2,6,51
151347,2,4,48,22
151347,3,44,37,0
151347,4,58,27,0
151347,5,16,36,21
151347,32767,0,5,37
304783,1,91,15,2
304783,2,16,51,13
304783,3,14,40,15
304783,4,5,26,30
304783,5,4,21,35
304783,6,3,18,38
304783,32767,0,6,48
229220,1,8,45,19
229220,2,33,65,5
229220,3,61,39,2
229220,4,19,62,23
229220,32767,0,0,40
285192,1,20,40,18
285192,2,62,23,6
285192,3,25,34,17
285192,32767,0,2,47
138161,1,16,81,43
138161,2,36,108,17
138161,3,100,67,3
138161,4,72,79,19
138161,32767,18,39,83
100901,1,21,140,56
100901,2,33,183,25
100901,3,66,163,3
100901,4,167,86,1
100901,5,51,133,29
100901,6,20,112,61
100901,32767,0,7,137
128671,1,0,0,86
128671,2,0,3,100
128671,3,3,93,22
128671,4,126,16,1
128671,32767,20,19,29
197376,1,4,42,88
197376,2,8,81,69
197376,3,20,82,34
197376,4,50,94,11
197376,5,26,106,11
197376,6,99,44,14
197376,32767,0,2,91
274960,1,0,1,103
274960,2,50,85,20
274960,3,68,73,2
274960,4,64,66,11
274960,5,22,71,27
274960,6,18,51,42
274960,32767,1,2,77
79828,1,1,8,44
79828,2,83,6,0
79828,32767,0,5,45
34219,1,0,0,176
34219,2,70,184,54
34219,3,182,130,3
34219,4,126,148,19
34219,32767,0,4,139
270844,1,40,64,6
270844,2,91,27,4
270844,3,14,59,19
270844,4,2,24,68
270844,32767,0,0,71
27162,1,0,4,151
27162,2,25,117,85
27162,3,74,159,15
27162,4,175,77,9
27162,5,60,121,47
27162,32767,2,3,118
15985,1,0,4,42
15985,2,59,5,0
15985,32767,3,7,34
96913,1,0,0,99
96913,2,5,31,103
96913,3,34,77,37
96913,4,115,54,1
96913,5,72,82,10
96913,32767,0,0,74
251658,1,139,9,3
251658,2,13,77,25
251658,3,4,30,70
251658,4,2,17,81
251658,32767,0,2,85
176396,1,0,3,84
176396,2,20,96,10
176396,3,30,83,3
176396,4,89,34,2
176396,32767,0,0,74
372,1,0,0,68
372,2,82,0,0
372,32767,0,0,64
66362,1,0,3,90
66362,2,33,104,25
66362,3,61,73,8
66362,4,96,45,9
66362,5,13,66,46
66362,32767,0,1,76
92415,1,0,0,135
92415,2,0,3,140
92415,3,10,77,68
92415,4,52,117,4
92415,5,124,47,4
92415,6,103,58,9
92415,32767,6,28,71
11170,1,0,6,65
11170,2,85,14,2
11170,3,12,59,21
11170,4,34,54,11
11170,32767,6,28,38
192153,1,10,45,23
192153,2,12,64,6
192153,3,26,49,0
192153,4,50,23,4
192153,32767,0,3,45
314491,1,6,46,10
314491,2,54,37,4
314491,3,35,39,3
314491,4,12,26,31
314491,32767,0,0,34
105134,1,0,0,79
105134,2,0,2,81
105134,3,0,35,53
105134,4,28,75,6
105134,5,103,17,1
105134,32767,7,6,49
18833,1,1,0,50
18833,2,77,0,1
18833,32767,0,0,50
311193,1,2,14,30
311193,2,21,50,7
311193,3,57,14,3
311193,4,11,41,17
311193,32767,0,0,35
262543,1,1,0,60
262543,2,5,27,38
262543,3,3,20,40
262543,4,19,38,10
262543,5,9,43,14
262543,6,56,17,1
262543,7,9,48,10
262543,8,54,12,5
262543,9,5,44,13
262543,10,15,41,10
262543,11,3,32,22
262543,12,9,30,19
262543,32767,1,13,35
137408,1,0,3,37
137408,2,15,66,7
137408,3,35,43,2
137408,4,54,23,4
137408,32767,0,1,31
150658,1,16,62,28
150658,2,22,95,5
150658,3,82,35,1
150658,4,66,40,6
150658,5,7,70,21
150658,32767,1,3,68
25417,1,2,10,89
25417,2,140,12,1
25417,32767,7,22,67
62222,1,1,14,14
62222,2,39,5,0
62222,32767,2,9,14
150,1,0,16,62
150,2,2,60,33
150,3,14,72,16
150,4,45,53,3
150,5,48,50,0
150,6,59,44,2
150,7,30,58,10
150,8,42,48,12
150,32767,8,17,45
246684,1,3,12,28
246684,2,2,18,35
246684,3,10,30,17
246684,4,22,38,4
246684,5,54,13,3
246684,32767,1,0,23
157969,1,0,0,184
157969,2,0,6,185
157969,3,4,135,81
157969,4,95,158,3
157969,5,215,32,3
157969,32767,3,12,123
5404,1,0,0,147
5404,2,0,1,159
5404,3,7,90,113
5404,4,52,142,31
5404,5,206,29,2
5404,32767,1,0,116
194607,1,0,2,56
194607,2,62,28,3
194607,3,25,58,4
194607,4,11,38,35
194607,32767,0,2,52
17226,1,0,2,178
17226,2,25,107,77
17226,3,35,142,38
17226,4,81,127,19
17226,5,171,57,19
17226,32767,2,5,120
128996,1,0,4,65
128996,2,68,39,1
128996,3,0,54,24
128996,4,61,33,4
128996,32767,0,0,57
83330,1,1,3,140
83330,2,9,91,76
83330,3,26,138,21
83330,4,69,124,4
83330,5,149,44,12
83330,32767,8,8,90
712,1,0,2,26
712,2,37,2,0
712,32767,3,6,19
226522,1,4,20,4
226522,2,30,4,0
226522,3,9,17,2
226522,4,1,16,11
226522,32767,0,2,23
136063,1,10,99,70
136063,2,32,148,16
136063,3,74,116,3
136063,4,121,56,4
136063,5,27,95,43
136063,32767,1,3,110
146791,1,10,38,18
146791,2,13,42,4
146791,3,26,37,2
146791,4,42,23,5
146791,32767,7,22,25
177639,1,1,0,66
177639,2,71,2,2
177639,32767,0,0,62
341169,1,6,22,5
341169,2,7,24,3
341169,3,23,10,1
341169,4,4,19,6
341169,32767,0,0,18
256730,1,0,5,52
256730,2,36,55,4
256730,3,55,33,3
256730,4,20,48,22
256730,32767,0,0,50
291572,1,2,14,75
291572,2,1,18,75
291572,3,21,71,17
291572,4,94,19,6
291572,5,30,57,21
291572,6,2,22,63
291572,32767,0,1,66
158899,1,0,1,264
158899,2,1,44,261
158899,3,14,196,107
158899,4,127,209,11
158899,5,242,89,5
158899,6,212,110,10
158899,32767,4,6,148
62227,1,33,58,14
62227,2,94,14,0
62227,32767,1,4,74
156858,1,11,58,17
156858,2,17,61,3
156858,3,52,24,2
156858,4,29,38,8
156858,5,5,42,23
156858,32767,0,2,47
162082,1,0,1,72
162082,2,37,85,14
162082,3,60,62,0
162082,4,46,67,10
162082,32767,0,0,58
233312,1,1,38,18
233312,2,27,35,5
233312,3,11,47,4
233312,4,41,17,5
233312,32767,0,2,40
171,1,4,38,284
171,2,372,14,4
171,32767,6,14,310
478,1,1,4,638
478,2,183,321,437
478,3,194,428,280
478,4,312,542,72
478,5,517,360,63
478,6,285,407,183
478,7,137,359,324
478,8,32,156,455
478,32767,2,12,310
98778,1,0,3,348
98778,2,65,237,161
98778,3,151,270,14
98778,4,303,137,4
98778,5,73,297,40
98778,32767,1,14,262
264241,1,0,2,18
264241,2,29,0,0
264241,32767,0,0,20
15062,1,1,14,188
15062,2,0,18,198
15062,3,6,78,161
15062,4,44,168,41
15062,5,147,106,3
15062,6,167,81,8
15062,7,148,84,21
15062,32767,10,21,119
95527,1,1,0,43
95527,2,19,55,10
95527,3,25,52,1
95527,4,47,23,5
95527,32767,0,0,33
123123,1,1,26,25
123123,2,75,1,1
123123,3,0,43,11
123123,4,2,46,8
123123,5,0,27,20
123123,32767,0,0,34
13,1,1,3,1153
13,2,14,199,1030
13,3,551,909,86
13,4,1203,360,35
13,32767,54,160,707
205398,1,0,3,99
205398,2,20,39,66
205398,3,20,67,31
205398,4,43,76,5
205398,5,76,48,3
205398,6,45,47,18
205398,7,18,48,43
205398,8,5,33,65
205398,32767,1,5,75
20437,1,0,1,46
