bg_id,rank,name,sortindex,type,yearpublished,image,thumbnail,description,minplayers,maxplayers,minage,playingtime,minplaytime,maxplaytime,usersrated,average,bayesaverage,stddev,median,owned,trading,wanting,wishing,numcomments,numweights,averageweight
154386,1106,Medieval Academy,1,boardgame,2014,https://cf.geekdo-images.com/T5D8h0d5kXhtNIoZFCQ1sQ__original/img/dQFYDW4sFQ15DfOuii3fZ1BWIhw=/0x0/filters:format(jpeg)/pic2468716.jpg,https://cf.geekdo-images.com/T5D8h0d5kXhtNIoZFCQ1sQ__thumb/img/4c8mS52iwk1rC4RcAGQzTU0YVM0=/fit-in/200x150/filters:strip_icc()/pic2468716.jpg,"&quot;Squires, welcome to Medieval Academy, the place where you'll be trained to become a knight. You'll have to master the arts of Jousts and Tournaments, complete dangerous Quests, and polish your Education. You'll also have to serve the king, and show that you have a sense of Charity and Gallantry. Only one of you will be knighted by King Arthur, so it's time to show what you&rsquo;re capable of.&quot; &mdash;Father Advevan Nicolus Emilius, chairman of the Medieval Academy.&#10;&#10;In Medieval Academy, a &quot;family+&quot; game, each player takes the role of a squire who wants to outdo the others in the different training categories to score Chivalry Points. To achieve this goal, during the six turns of the game, the players must wisely draft the cards that are the most useful to them and play them at the right time to move their discs up the training tracks.&#10;&#10;At the end of turn VI, the squire who has the most Chivalry Points wins the game and is knighted by King Arthur!&#10;&#10;",2,5,8,30,30,30,3731,6.95081,6.48906,1.16502,0.0,5487,241,145,822,754,122,1.8115
43443,1117,Castle Panic,1,boardgame,2009,https://cf.geekdo-images.com/S7fIwW5oKep1_Eov9kk91w__original/img/9c2soXAGpOVJFoyIS38OyPUFkr8=/0x0/filters:format(jpeg)/pic6123987.jpg,https://cf.geekdo-images.com/S7fIwW5oKep1_Eov9kk91w__thumb/img/dg1B3cbYCNW3rhS9yZfD--SiApc=/fit-in/200x150/filters:strip_icc()/pic6123987.jpg,"The forest is filled with all sorts of monsters. They watched and waited as you built your castle and trained your soldiers, but now they've gathered their army and are marching out of the woods. Can you work with your friends to defend your castle against the horde, or will the monsters tear down your walls and destroy the precious castle towers? You will all win or lose together, but in the end only one player will be declared the Master Slayer!&#10;&#10;Castle Panic is a cooperative, light strategy game for 1 to 6 players ages 10 and up. Players must work together to defend their castle, in the center of the board, from monsters that attack out of the forest at the edges of the board. Players trade cards, hit and slay monsters, and plan strategies together to keep their castle towers intact. The players either win or lose together, but only the player with the most victory points is declared the Master Slayer. Players must balance the survival of the group with their own desire to win.&#10;&#10;First game in the Panic series.&#10;&#10;",1,6,10,60,60,60,15001,6.65,6.48503,1.30335,0.0,25527,795,234,2202,3616,691,1.6643
25821,1127,The Werewolves of Miller's Hollow,5,boardgame,2001,https://cf.geekdo-images.com/gBxf-8tL9SnYglYY7dEpJA__original/img/wnY8qstdl7kDu7pTOY72gYGzaUk=/0x0/filters:format(jpeg)/pic510856.jpg,https://cf.geekdo-images.com/gBxf-8tL9SnYglYY7dEpJA__thumb/img/ck7BwZGnHTFG6uCEUZdWndXjxAk=/fit-in/200x150/filters:strip_icc()/pic510856.jpg,"Werewolves of Miller's Hollow is a game that takes place in a small village which is haunted by werewolves. Each player is secretly assigned a role - Werewolf, Ordinary Townsfolk, or special character such as The Sheriff, The Hunter, the Witch, the Little Girl, The Fortune Teller and so on... There is also a Moderator player who controls the flow of the game. The game alternates between night and day phases. At night, the Werewolves secretly choose a Villager to kill. During the day, the Villager who was killed is revealed and is out of the game. The remaining Villagers (normal and special villagers alike) then deliberate and vote on a player they suspect is a Werewolf, helped (or hindered) by the clues the special characters add to the general deliberation. The chosen player is &quot;lynched&quot;, reveals his/her role and is out of the game. Werewolf is a social game that requires no equipment to play, and can accommodate almost any large group of players.&#10;&#10;The Werewolves of Miller's Hollow/les Loups-Garous de Thiercelieux/Die Werw&ouml;lfe von D&uuml;sterwald is a published version arranged by Herv&#195;&#169; Marly and Philippe des Palli&#195;&#168;res and published by Lui-m&#195;&#170;me, 2001 for 8-23 players. This has been nominated for the 2003 Spiel des Jahres award.&#10;&#10;Werewolves of Miller's Hollow is a separate game from Werewolf, and was split from that entry at the request of Asmodee.&#10;&#10;",8,18,10,30,30,30,10519,6.72004,6.47967,1.67877,0.0,17940,349,49,600,1960,640,1.3156
226518,1137,Exit: The Game – The Sunken Treasure,1,boardgame,2017,https://cf.geekdo-images.com/Qy3-Sz1IZB5v4n3uAZ29TA__original/img/MFIOB9BkQ78LKEi4VpsqJ8Y79FA=/0x0/filters:format(jpeg)/pic3958802.jpg,https://cf.geekdo-images.com/Qy3-Sz1IZB5v4n3uAZ29TA__thumb/img/9-fbF7biR5vs6tfCk5MR0PlOIHw=/fit-in/200x150/filters:strip_icc()/pic3958802.jpg,"Exit: The Game &ndash; The Sunken Treasure is a puzzle game modeled after escape rooms.&#10;&#10;Starting with season 3, the Exit series is divided into difficulty levels. &quot;The Sunken Treasure&quot; is categorized at beginners level.&#10;&#10;",1,4,10,90,45,90,2823,7.08855,6.47404,1.28753,0.0,5348,71,57,327,508,44,1.8409
326494,1149,The Adventures of Robin Hood,5,boardgame,2021,https://cf.geekdo-images.com/QOCGlQyx_HU0nG1oRpeGVg__original/img/a40j-7veyRu5TOG3cr-BjF9Y9aA=/0x0/filters:format(jpeg)/pic6220819.jpg,https://cf.geekdo-images.com/QOCGlQyx_HU0nG1oRpeGVg__thumb/img/EQ1AGM0CcltWvTHR6Qcy-H7qGNo=/fit-in/200x150/filters:strip_icc()/pic6220819.jpg,"In England in 1193, the county of Nottinghamshire suffers under the yoke of evil Prince John and his henchmen. Can Robin Hood and his companions escape the sheriff's guards and complete their adventures successfully?&#10;&#10;In The Adventures of Robin Hood, players take on the role of Robin Hood and his companions, with the action taking place on a living game board with no set paths. The board changes over the course of each adventure, and the movement of the characters is handled via an innovative mechanism that uses different length wooden character pieces. Various actions and secrets are integrated into the game levels and are revealed only in the course of the story. The game board &quot;remembers&quot; what players have already explored or found, and thanks to the special materials, the entire game can be set up and dismantled quickly.&#10;&#10;Instead of using cards as in the author's Legends of Andor, the game tells the story of Robin Hood in a high-quality hardcover book, and depending on the decisions the players make, the story changes...&#10;&#10;",2,4,10,60,60,60,1364,7.80307,6.46767,1.25686,0.0,3924,36,289,2063,263,54,1.7963
41916,1153,The Magic Labyrinth,5,boardgame,2009,https://cf.geekdo-images.com/pxaH7_Vihsg-nJBsXLvCRA__original/img/aELxAoP908IOGflnALCRSaU16CU=/0x0/filters:format(jpeg)/pic953186.jpg,https://cf.geekdo-images.com/pxaH7_Vihsg-nJBsXLvCRA__thumb/img/MoLZ7glHk6EEbGQSHauFLJIqFl4=/fit-in/200x150/filters:strip_icc()/pic953186.jpg,"The little magician apprentices have lost some magic objects inside of the master&rsquo;s maze. Now they try to collect them before the Master notices anything. However, in the maze there are invisible walls and only one of the missing objects is revealed at a time. So they have to make their way through the maze by means of a good memory and lots of skill.&#10;&#10;Each player moves their magician over the board while trying not to bump the labyrinth below. Each magician is joined with a magnetic ball so if you hit a wall the ball drops and you have to start all over again.&#10;&#10;",2,4,6,30,20,30,5359,6.8221,6.46579,1.20085,0.0,9630,196,135,1004,1208,195,1.2308
16986,1158,Ubongo,1,boardgame,2003,https://cf.geekdo-images.com/0wSuQbmk4nPwNytp9_zzPw__original/img/DccSEdsXQG65cfwPJjdrkJySojI=/0x0/filters:format(jpeg)/pic4597123.jpg,https://cf.geekdo-images.com/0wSuQbmk4nPwNytp9_zzPw__thumb/img/2_damZx35g1mE8kgWUpIXoHybW8=/fit-in/200x150/filters:strip_icc()/pic4597123.jpg,"In Ubongo, players compete to solve individual puzzles as quickly as they can to get first crack at the gems on hand for the taking.&#10;&#10;Original edition:&#10;The game board consists of six rows, with twelve gems (of various colors) placed in these rows. At the start of play, each player places their pawn in front of one of those rows. Each player also takes twelve polyominoes &mdash; that is, pieces consisting of 2-5 squares in some configuration; players use these pieces each round to try to recreate shapes.&#10;&#10;At the start of a round, each player receives a puzzle card that depicts a shape created by some number of squares; one side of this card depicts six rows of 3 pieces, the other side depicts six rows of 4 pieces, for a more difficult puzzle. When everyone is ready, someone rolls a die to determine which row of pieces each player can use to recreate the shape on their individual card. The race is timed by a sand timer, and the outcome of this race determines the action on the main playing board.&#10;&#10;Whoever first solves their puzzle in time gets to move their pawn up to three rows left or right, with the second player to finish moving two rows and the third player only one row. Players then collect two gems from the front of the row where their pawn is located, which means that the more rows you can move, the more control you have over which color gems you can collect. After collecting gems, each player receives a new puzzle card, and a new round begins.&#10;&#10;After nine rounds, the game ends and whoever has collected the most gems in a single color wins! If players tie, then those players compare who has the most gems in a second color, and so on.&#10;&#10;2015 edition:&#10;The puzzle-part of the game remains the same, but the scoring track and system has been greatly changed, to be the same as in Ubongo Extreme. There are no pawns anymore, but instead the winner takes a 3-point gem plus a random gem, the second-place player takes a 1-point gem plus a random gem, and others who finish within time take just a random gem. Whoever scores the most gem-points after nine rounds wins the game.&#10;&#10;",1,4,8,25,25,25,8407,6.69908,6.46346,1.29125,0.0,10959,216,162,849,1667,487,1.5195
826,1176,Cartagena,1,boardgame,2000,https://cf.geekdo-images.com/e4QUk0ycODuPA7sLoKv4sQ__original/img/Y7CQ0qekCkOjg3fsQ_9xMkHcGyY=/0x0/filters:format(jpeg)/pic1889500.jpg,https://cf.geekdo-images.com/e4QUk0ycODuPA7sLoKv4sQ__thumb/img/zk6iF4GIIObaxfv7-TuEpS9W59Y=/fit-in/200x150/filters:strip_icc()/pic1889500.jpg,"Cartagena takes as its theme the famous 1672 pirate-led jailbreak from the fortress of Cartagena. Each player has a group of six pirates, and you want to be the first to have all six escape through the tortuous underground passage that connects the fortress to the port, where a sloop is waiting for them.&#10;&#10;To move a pirate, you need to play a card from your hand. Each card bears one of six symbols (dagger, pirate hat, etc.), and when you play a card, you move one of your pirates forward to the next matching symbol in the tunnel, leapfrogging over matching symbols where another pirate already stands. The only way to get more cards, however, is to move backwards; more specifically, you move one of your pirates backwards to the first space that holds one or two pirates, drawing one or two cards after doing so. Each turn, you take 1-3 actions, whether moving forward or backward or both.&#10;&#10;When you move a pirate to the end of the track, it jumps on the sloop where it must await the other pirates in its crew. With every step toward victory, though, you have fewer and fewer pirates to move each turn, possibly locking you in to actions you don't want, so be sure to plan ahead and not leave yourself empty-handed!&#10;&#10;",2,5,8,45,45,45,7637,6.68559,6.44948,1.19131,0.0,8641,220,207,887,2201,757,1.605
183006,1178,Qwinto,1,boardgame,2015,https://cf.geekdo-images.com/AtaZZTKaILC7qK2019MZJQ__original/img/CvZukbasuksb88da5oiX5bh08IM=/0x0/filters:format(png)/pic4194080.png,https://cf.geekdo-images.com/AtaZZTKaILC7qK2019MZJQ__thumb/img/1QLthWkf6GJPeIKXOfnhDUvbbaQ=/fit-in/200x150/filters:strip_icc()/pic4194080.png,"Players in Qwinto all play at the same time, with everyone trying to fill the rows on their scoresheets with numbers as quickly &mdash; and as highly &mdash; as possible in order to score the most points.&#10;&#10;To set up, each player receives a scoresheet that contains three colored rows of shapes (mostly circles with a few pentagons); the rows don't completely overlap, but they do overlap enough to create five vertical columns of three shapes, with one pentagon being in each vertical row.&#10;&#10;On a turn, a player rolls 1&ndash;3 dice, with the dice being the same colors as the rows: orange, yellow, purple. Each player can place whatever sum is rolled into an empty shape in a row that matches the color of one of the dice. Two rules must be followed when placing a sum in a row:&#10;&#10;&#10;    All numbers in a row must increase from left to right.&#10;    No number can be repeated in a vertical column.&#10;&#10;&#10;A player does not have to enter the number in a row, but if the active player, the one who rolled the dice, doesn't do so, then they must mark a misthrow box on their scoresheet.&#10;&#10;The game continues until someone has filled two rows on their scoresheet or someone has tallied four misthrows. Players then tally their points: For each completed column on their scoresheet, a player scores points equal to the number in that column's pentagon. For each completed row on their scoresheet, a player scores points equal to the rightmost number in that row. For each incomplete row on their scoresheet, a player scores one point per number in that row. For each misthrow, a player loses five points. Whoever has the highest sum wins!&#10;&#10;",2,6,8,15,15,15,2941,7.02097,6.44784,1.08336,0.0,5202,72,73,475,587,69,1.3333
9220,1183,Saboteur,1,boardgame,2004,https://cf.geekdo-images.com/0vJwP6NGa7GHPZKC3gplUw__original/img/TJDCd-PYySXmhQn-LC-y88JPA7U=/0x0/filters:format(jpeg)/pic3989824.jpg,https://cf.geekdo-images.com/0vJwP6NGa7GHPZKC3gplUw__thumb/img/B3j-is62fP09eHP34uFG_gsxNQs=/fit-in/200x150/filters:strip_icc()/pic3989824.jpg,"Players take on the role of dwarves. As miners, they are in a mine, hunting for gold. Suddenly, a pick axe swings down and shatters the mine lamp. The saboteur has struck. But which of the players are saboteurs? Will you find the gold, or will the fiendish actions of the saboteurs lead them to it first? After three rounds, the player with the most gold is the winner.&#10;&#10;With the help of Dwarf Cards, the players are assigned their role: either miner or saboteur. The roles are kept secret- they are only revealed at the end of the round.&#10;&#10;The Start Card and the three Goal Cards are placed onto the table, each seven cards away from the start and one card between each Goal Card. The Goal Cards are placed face-down. The gold is on one of the Goal Cards, but nobody knows which.&#10;&#10;Players have cards in hand. On a player's turn, he must do one of three things: place a Path Card into the mine, play an Action Card in front of a player, or pass.&#10;&#10;The Path Cards form paths leading to the Goal Cards. Path Cards must be played next to a already-played Path Card. All paths on the Path Card must match those on the already-played cards, and Path Cards may not be played sideways.&#10;&#10;The miners are trying to build an uninterrupted path from the Start Card to a Goal Card, while the saboteurs are trying to prevent this. They shouldn't try and be too obvious about it, however, lest they be immediately discovered.&#10;&#10;Action Cards can be placed in front of any player, including oneself. Action Cards let the players help or hinder one another, as well as obtain information about the Goal Cards.&#10;&#10;Once a player places a Path Card that reaches the gold, the round is over. The miners have won and receive cards with gold pieces as their reward.&#10;&#10;The round is also over if the gold could not be reached. In that case, the saboteurs have won and receive the gold pieces.&#10;&#10;Once the Gold Cards have been distributed, the next round begins. The game is over at the end of the third round, with the player with the most gold pieces being the winner.&#10;&#10;",3,10,8,30,30,30,28150,6.56011,6.44652,1.2933,0.0,46080,818,224,2000,4969,1499,1.3235
215841,1185,Exit: The Game – The Forgotten Island,1,boardgame,2017,https://cf.geekdo-images.com/MKkrHjarx6m1uLTVWFn1Cw__original/img/h678iny8mQUHrRHMrEPwFzAWCEQ=/0x0/filters:format(jpeg)/pic3663356.jpg,https://cf.geekdo-images.com/MKkrHjarx6m1uLTVWFn1Cw__thumb/img/LMa0Mkq7SnHscpL3CN1gcRv_2Mo=/fit-in/200x150/filters:strip_icc()/pic3663356.jpg,"For those shipwrecked on the beach  of this forgotten island, a chained boat is the only hope &mdash; but the mysterious owner has left puzzles over the whole island. Will the team solve them, free the boat, and escape?&#10;&#10;Exit: The Game &ndash; The Forgotten Island is a puzzle game modeled after escape rooms.&#10;&#10;",1,4,12,90,45,90,3157,6.97499,6.44631,1.39696,0.0,6126,85,68,338,522,37,2.6486
