bg_id,id,value,bayesaverage
10244,4664,1118,6.04754
174431,4664,1752,5.84559
397,4667,205,5.59885
2212,5499,1741,5.61294
6558,4665,172,5.88282
175209,5496,960,5.64351
175209,5497,2116,5.59185
10520,4666,459,5.73029
671,4664,1629,5.87636
1251,5497,2064,5.61083
1694,4664,1569,5.89729
34152,5496,955,5.6475
305,5497,2091,5.60281
305,5499,1745,5.61119
185845,4664,1901,5.81383
24078,4664,1453,5.92886
126274,5496,966,5.6412
461,5497,2077,5.60714
461,5499,1729,5.61561
231367,4664,1134,6.04259
23055,4666,356,5.83668
214123,5497,2062,5.61136
4449,4664,1367,5.95598
96602,5496,981,5.62996
146451,4664,1844,5.82486
228409,4665,179,5.85851
228409,5499,1775,5.60226
154472,4664,1218,6.00988
169986,4664,1259,5.99592
169986,5497,2144,5.58219
3523,4664,1270,5.99317
8721,4664,1304,5.97892
4121,4664,1285,5.98558
20623,4666,298,5.91241
223669,4664,1086,6.06093
242312,4664,1066,6.06899
10272,4664,1288,5.98432
198608,4664,1330,5.96982
285133,5497,2057,5.61424
251364,4664,1199,6.01567
40638,4664,2726,5.65765
102881,4666,361,5.83363
228371,5497,2052,5.61584
4395,5499,1780,5.60111
159333,4666,267,5.95306
7922,4664,1382,5.95013
231152,4664,1848,5.82429
70324,4664,1681,5.86413
170437,5499,1783,5.60073
4363,4664,1183,6.02336
22938,5497,2106,5.59823
7994,4664,1460,5.92747
3231,5497,2074,5.60741
185057,4664,1250,5.9979
1558,5496,961,5.64343
9360,4664,1197,6.01631
148471,4664,1238,6.00089
208321,4664,1298,5.98068
4330,4666,436,5.75255
4330,5497,2096,5.60202
183963,4664,1428,5.9359
303733,5499,1748,5.61018
216,4666,464,5.72748
6860,4664,1163,6.0309
260465,4664,1164,6.02969
228378,5497,2099,5.59952
228378,5499,1777,5.60133
72269,5497,2061,5.61215
72269,5499,1730,5.6154
2975,4664,2131,5.76823
2975,5497,2159,5.57737
19918,4666,454,5.73728
10683,4664,1152,6.0354
11111,4664,1172,6.02631
285436,4664,1069,6.06744
15271,5498,418,5.69337
161719,5497,2156,5.57903
18296,5499,1757,5.60783
704,5499,1778,5.60126
166298,5499,1767,5.60446
12414,4664,1159,6.03262
2778,4664,1833,5.82782
2778,5497,2164,5.57672
331979,4664,1691,5.86106
3977,4665,115,6.01632
15180,5497,2104,5.59847
15180,5499,1774,5.6026
157451,4665,98,6.11631
38707,5497,2071,5.60878
149639,5497,2095,5.60235
33018,4664,1256,5.99648
323046,4664,1043,6.07821
148309,4664,1249,5.99828
243435,5499,1762,5.60665
2553,5499,1740,5.61304
5769,4664,1224,6.00668
168792,5497,2069,5.6088
129395,5499,1805,5.59413
113853,4665,175,5.86886
22684,5497,2090,5.60352
964,4665,162,5.89639
1189,4664,1357,5.95936
26884,5499,1773,5.60292
1572,5499,1749,5.61013
265039,4664,1580,5.89201
4916,4664,1444,5.9324
7064,4664,1795,5.83486
7064,4666,369,5.82219
35706,5497,2100,5.59942
122313,5497,2067,5.60976
25972,4664,1388,5.94768
91668,5499,1737,5.6135
20847,5497,2114,5.59367
20847,5499,1784,5.60066
262534,4664,2030,5.78689
891,5498,547,5.46805
73960,4664,1212,6.01256
183949,5499,1756,5.60794
244948,5499,1744,5.61146
31075,5497,2083,5.60535
154677,5497,2141,5.58406
33030,4664,1703,5.85809
172006,5497,2081,5.60616
191128,5499,1826,5.58325
167283,4666,405,5.77615
9803,4664,1370,5.95474
99081,5499,1799,5.596
141418,4664,2618,5.6777
141418,5497,2130,5.58689
3269,5499,1801,5.59531
4421,5497,2075,5.6073
327721,4664,1260,5.99591
3015,4666,387,5.80385
109285,4664,1323,5.97223
73472,5496,963,5.64173
5548,5496,991,5.62152
5992,4664,1564,5.89827
1187,4664,1985,5.79735
1187,5497,2127,5.58821
177861,4664,1239,6.00037
6516,4664,1643,5.87214
6516,5496,1001,5.61319
173648,5497,2085,5.60498
173648,5499,1766,5.6047
4959,4664,1556,5.90132
86445,4664,1289,5.9839
2920,4664,1214,6.01212
7089,4664,1712,5.8556
11166,4664,1217,6.01154
102275,5496,957,5.6454
268098,4664,1617,5.87947
65565,5499,1736,5.61459
37885,4664,1226,6.00567
309081,4664,1145,6.0383
149286,4664,1142,6.03905
164259,4664,2233,5.74939
164259,4666,517,5.69219
291952,4664,1279,5.98812
5278,4664,1521,5.91024
14701,4664,1665,5.86764
26859,5498,534,5.5085
3369,4664,1529,5.90821
3369,5496,953,5.65009
140163,4666,556,5.659
295,5497,2113,5.59492
190572,4664,1377,5.95088
42688,5497,2094,5.60237
42688,5499,1755,5.60816
1579,5496,1002,5.61293
246316,5499,1770,5.60384
27609,4665,164,5.8944
27609,5499,1788,5.59958
765,4666,475,5.71461
193715,5497,2135,5.58543
4331,4666,392,5.79284
3246,4664,1485,5.91997
3246,5496,992,5.61923
3531,4664,1475,5.9228
3531,5496,954,5.64909
172033,4666,406,5.77521
172033,5499,1764,5.60563
9865,4664,1237,6.00112
43196,4664,1337,5.96745
131017,4664,1182,6.02344
5607,4664,1797,5.8347
5178,4665,128,5.97713
7828,4664,1439,5.93439
202435,4664,1211,6.01267
1208,5497,2070,5.60879
4961,4666,434,5.75407
4961,5499,1758,5.60732
93540,5497,2082,5.60594
54201,5496,978,5.63251
7501,4664,1375,5.95198
67123,4664,1461,5.9273
2388,4664,1652,5.871
29078,4664,1930,5.80845
23400,4664,1294,5.98293
2888,4664,1584,5.89169
294175,5498,421,5.6867
329432,4664,1389,5.9475
126026,4664,1497,5.91694
2538,4664,1682,5.86388
2538,5497,2119,5.59097
22843,4664,1290,5.98371
72460,4664,1306,5.97793
4358,4664,2465,5.70661
38402,5499,1791,5.59907
470,5496,1023,5.59412
470,5497,2137,5.5849
104555,4666,453,5.73877
1375,4664,1589,5.88846
231920,4664,1191,6.02037
261,5499,1760,5.6069
45319,5497,2107,5.59797
162367,5498,428,5.67606
5831,4664,1519,5.91074
194986,5497,2125,5.58924
746,4664,2335,5.72786
4323,5497,2086,5.60464
4323,5499,1776,5.60181
137140,5499,1763,5.60599
5940,4664,1373,5.95228
4510,4664,1532,5.90789
220987,4664,1374,5.95203
4436,4664,1397,5.9459
7420,4664,1707,5.85686
161820,4664,1271,5.99301
16435,4664,1292,5.98298
286358,4664,1234,6.00247
6916,4664,1510,5.91395
7382,4664,1329,5.97011
159375,5499,1790,5.59915
174556,4664,1315,5.97479
7637,4664,1422,5.93785
9673,4666,338,5.86445
161762,4666,395,5.78777
161762,5499,1806,5.59397
2300,4664,1343,5.96387
12253,4664,1180,6.02394
1237,5499,1765,5.60479
108429,5497,2098,5.60094
5195,5499,1845,5.57792
154098,4664,1213,6.01215
14186,4666,386,5.8052
9792,5497,2138,5.58446
9792,5498,485,5.59432
585,4666,360,5.83567
1772,4664,1704,5.85804
13920,4664,1400,5.94564
143657,5497,2103,5.59875
98739,5497,2110,5.59556
98739,5499,1786,5.59993
15435,4664,1633,5.87547
135270,4666,293,5.92076
506,5499,1813,5.58979
110643,4664,1225,6.00601
118025,5499,1793,5.59857
5480,4664,1602,5.88437
6046,4664,1499,5.91632
314,4664,2432,5.71245
17274,4667,210,5.59316
184559,4664,1302,5.97936
12135,4664,1378,5.95085
5241,4664,1744,5.84767
30795,4664,1352,5.96153
154,5497,2084,5.60503
242292,4664,1402,5.94521
242292,5497,2123,5.5906
155315,4664,1349,5.96202
6197,4664,1353,5.96128
144290,5497,2105,5.59832
67878,4667,162,5.79652
188124,4664,1242,5.99996
10672,5499,1772,5.60351
4978,4664,1842,5.82514
5333,4664,1410,5.94248
19902,4664,1380,5.95046
290378,4664,1359,5.95754
278042,4664,1452,5.92989
5702,4664,1358,5.95763
15911,4666,388,5.8026
23915,4664,1570,5.8968
1373,4664,1658,5.86932
6644,5499,1815,5.5894
1881,5496,1070,5.56285
1881,5498,504,5.55655
17537,4664,1255,5.99651
9112,4664,1412,5.94208
247950,4664,1296,5.98144
25423,4666,460,5.7287
251213,4664,1698,5.85965
11139,4664,1403,5.9452
2399,4666,741,5.56795
861,4665,386,5.53974
4915,4664,1507,5.91449
8350,4664,1541,5.90646
7255,4664,1414,5.94094
86458,4664,1324,5.97216
149746,4667,166,5.76635
2903,4664,2368,5.721
5768,4664,1454,5.92871
123408,4667,136,5.91898
123408,5496,1006,5.61122
145928,5499,1814,5.58948
133940,4664,1303,5.97934
7204,5499,1797,5.59626
162383,4664,1390,5.94743
9663,4664,1316,5.97381
192288,4664,1409,5.94395
164589,5499,1779,5.60119
5697,5499,1810,5.59143
181031,5497,2102,5.59908
128252,4664,1340,5.96544
1780,5496,972,5.63691
238012,4664,1853,5.82234
7177,4664,1534,5.90754
326767,4664,2376,5.72007
35220,4664,1436,5.93498
148144,5496,1009,5.60776
148144,5497,2111,5.59533
181267,4664,1282,5.98756
177619,4664,1702,5.8582
177619,5497,2182,5.57144
825,5499,1828,5.58268
66088,4665,200,5.82051
66088,4666,480,5.71221
240902,4664,1356,5.9594
6121,4666,410,5.76907
157449,4664,1455,5.92865
169675,5498,472,5.623
34905,5498,430,5.67088
343,5499,1781,5.60097
13182,4664,1257,5.99646
94732,4665,269,5.69272
94732,5499,1839,5.57903
88079,4664,1483,5.92089
203885,5499,1804,5.59413
130729,5499,1818,5.58758
10445,4667,164,5.77029
233016,4664,1424,5.93757
20821,4666,413,5.76844
28574,5496,1105,5.54417
96061,4664,1319,5.9736
1890,4666,333,5.86902
8757,4664,1468,5.92488
281945,4664,1246,5.99953
41372,5496,1008,5.60776
2060,5499,1834,5.57995
309297,4664,2550,5.69024
153002,4665,141,5.94323
24321,4664,1739,5.84853
126789,4664,2754,5.651
126789,5496,1039,5.58768
53840,5496,976,5.6338
416,5498,442,5.65983
41624,4664,1301,5.97936
98529,4665,177,5.86306
98529,5499,1795,5.59826
288798,4664,1583,5.89186
129029,5497,2112,5.59499
15173,5496,985,5.62917
15173,5499,1794,5.59851
160234,4664,1726,5.85225
288,4664,1406,5.94447
290380,4664,1536,5.90727
1555,5499,1820,5.58678
5958,4664,1396,5.94626
15153,4664,1287,5.98465
142451,5496,1052,5.58041
142451,5497,2148,5.58078
9640,4664,1344,5.96353
10581,4664,1362,5.95716
21769,4664,1419,5.93888
16196,4664,2043,5.78358
16196,5497,2132,5.58647
188825,4664,1634,5.87507
135812,4666,456,5.73281
2342,4665,268,5.69681
2342,5499,1837,5.57917
60316,5499,1771,5.60377
177062,4664,1456,5.92859
181377,5496,973,5.6369
181377,5497,2120,5.59093
18652,4664,1379,5.95054
1919,4664,2281,5.74027
23977,4664,1929,5.80852
316620,4664,1429,5.93582
123604,4664,1411,5.94239
251228,4664,1321,5.9728
50719,4664,3232,5.54713
154499,5499,1782,5.60094
25768,5496,989,5.62301
25768,5498,445,5.65546
341416,5499,1787,5.59979
320084,4664,1272,5.99291
1618,4664,1420,5.93843
5834,4664,1464,5.92691
42783,4664,1451,5.92993
187808,4664,1339,5.96716
3403,4664,1636,5.87427
36598,4664,1505,5.91485
35910,4666,339,5.86418
35910,5497,2101,5.59937
801,4664,1469,5.92479
57349,4665,136,5.95729
310880,4664,1283,5.98704
5183,4664,1623,5.87736
204592,4665,236,5.74479
3057,4666,374,5.81694
316410,4664,1262,5.99549
10022,4664,1518,5.91082
10022,5497,2149,5.58061
8843,4664,1537,5.90726
9616,4666,590,5.64045
9616,5497,2142,5.58322
3152,4664,1947,5.80512
6937,5497,2108,5.59672
14559,4664,1361,5.95716
2248,4666,422,5.76391
642,5498,435,5.66573
4918,4664,1565,5.89794
2521,4666,423,5.76375
3507,4665,170,5.88498
6282,4664,1741,5.84792
13542,5497,2126,5.58871
13542,5499,1789,5.59944
1319,4665,211,5.79242
1543,5496,988,5.62317
10168,4664,1328,5.97041
44558,5498,434,5.66731
134964,4664,1651,5.87111
17705,5498,438,5.66283
267397,5497,2165,5.57629
270871,5496,983,5.62935
1324,5499,1835,5.57955
92759,4664,1368,5.95485
1294,5499,2062,5.52536
414,5499,1808,5.59294
5264,4664,1591,5.88812
269766,4666,540,5.67205
226997,4664,1447,5.93164
32048,4665,148,5.9295
2265,4666,615,5.62615
180211,5496,999,5.61426
180211,5497,2129,5.58713
147919,4664,1342,5.96396
60228,4664,1503,5.91524
190700,4664,1467,5.92499
6559,4664,1672,5.86614
959,4664,1492,5.91843
12736,4664,1437,5.93467
17538,4664,1348,5.96261
271268,4664,1308,5.977
285193,4664,1383,5.94996
3078,4666,343,5.85855
273482,4664,2127,5.76867
2229,4666,452,5.73905
12627,5496,1022,5.59414
12627,5498,495,5.57006
59960,5497,2128,5.5873
7090,4664,1386,5.94817
16144,5499,1816,5.588
1250,5496,1021,5.59445
10248,4664,1307,5.97746
265947,4664,1391,5.94736
218007,4664,1326,5.97104
150831,4664,1563,5.8984
72848,5496,1031,5.59112
72848,5498,465,5.63266
167580,4664,1297,5.98124
7164,4667,144,5.87224
36903,4664,1404,5.94484
135577,4664,1448,5.93159
10186,4664,1551,5.90274
277930,4664,1489,5.91947
6548,4665,167,5.88871
31822,5499,1798,5.596
215155,4664,1642,5.87228
5700,4664,1725,5.85234
20269,4666,357,5.83635
2173,4666,708,5.5817
13981,4664,1841,5.82586
294594,4664,1266,5.9942
293112,4664,1484,5.92013
261246,5499,1811,5.59107
5736,4664,1881,5.81665
8679,4664,1474,5.9238
214910,4666,627,5.61974
209423,5496,968,5.63933
209423,5497,2115,5.59265
148007,4664,1446,5.93197
7955,4664,1745,5.84763
6914,4664,1539,5.90689
251349,5499,1847,5.5777
2879,5498,455,5.64376
20907,4667,127,5.96522
20907,5497,2145,5.58157
6617,4665,303,5.65484
65582,4665,318,5.63663
2105,4664,1730,5.85153
10467,4664,1955,5.80332
38462,4666,373,5.81776
191065,4665,176,5.86577
38918,4666,513,5.69564
32226,5499,1809,5.59175
162391,5499,1803,5.59485
233018,4664,1347,5.96262
5038,4664,1561,5.89926
171708,4664,1607,5.88302
38361,4664,1443,5.9333
327723,4664,1322,5.9723
43393,4665,158,5.90531
2236,4664,1384,5.94916
1860,4667,219,5.549
68186,4664,1796,5.83477
17125,5497,2117,5.59105
68876,4664,1858,5.8216
75890,4664,1495,5.91738
7950,4664,1723,5.85269
7950,5496,996,5.61635
106978,4664,1305,5.978
12501,4664,1592,5.88646
186990,4664,1578,5.89219
258,5498,603,5.33007
258,5499,2179,5.48957
75674,4664,1462,5.92724
4953,5499,1881,5.57045
18724,4664,1490,5.9193
85567,5499,1823,5.58585
37912,4664,1543,5.90609
113656,4664,2236,5.74862
288317,4664,1815,5.83114
13218,4664,1408,5.94396
39994,5498,451,5.64924
198,5499,1819,5.58749
8690,5498,478,5.60768
4746,5496,1073,5.56161
4746,5497,2235,5.54951
116981,5499,1838,5.57912
35188,5498,490,5.58329
112118,4666,350,5.84126
3618,4664,2110,5.77157
1635,4664,1575,5.8928
101206,4664,1427,5.93692
7774,4664,1659,5.86924
7774,5496,1025,5.59394
158861,5497,2118,5.59101
29386,4664,1488,5.91958
7590,4664,1574,5.89446
56690,4666,470,5.72391
7240,5497,2186,5.56913
31623,4664,1864,5.82077
11695,4664,1973,5.80037
4235,4664,1806,5.83331
25037,4664,1517,5.91108
122435,4664,2566,5.68835
35812,4665,181,5.85639
124991,5496,1004,5.6127
303648,4665,336,5.61686
303648,5499,1888,5.56919
99770,5497,2134,5.58561
34238,5496,1000,5.61407
3000,4664,1533,5.90765
6039,4664,1598,5.8852
434,4666,570,5.65001
2444,4664,2318,5.73146
2444,5499,1898,5.56744
19145,4664,1596,5.88598
1891,4667,192,5.662
273909,4664,1442,5.93344
43801,4664,1433,5.9353
4357,4664,1627,5.87663
174990,5497,2207,5.56207
6240,4664,1931,5.80824
3084,5499,1885,5.56957
166640,5497,2143,5.58271
124838,4664,1387,5.94803
17022,4664,1772,5.84139
36623,4664,1523,5.90993
16792,4664,1511,5.91323
3985,4664,1524,5.90964
122701,5497,2136,5.58534
26474,4664,1472,5.92436
240906,4664,1407,5.94441
158492,4664,1445,5.93206
21703,4666,389,5.79905
16466,4664,1438,5.93456
29860,4664,1432,5.9354
23658,4665,204,5.80943
21149,4664,1640,5.87272
5045,4664,1504,5.91487
13224,4664,1983,5.79748
8317,4664,1673,5.86585
2216,5496,1019,5.59678
2216,5499,1923,5.56183
7750,4664,1435,5.93519
2078,4664,1826,5.82892
2562,4664,2270,5.74321
240901,4664,1470,5.92466
3517,4665,221,5.76689
39189,4664,1417,5.93944
345684,4664,1430,5.9356
237745,4664,1605,5.88363
23615,4664,1576,5.89275
314461,4664,1606,5.88344
6112,4665,165,5.8929
251685,4664,1354,5.95971
19074,5497,2150,5.58049
19074,5499,1831,5.58208
140865,4666,573,5.64786
140865,5499,1850,5.57721
42748,5497,2122,5.59066
474,5497,2158,5.57778
27719,5499,1807,5.59306
8717,4664,1476,5.9225
24698,4666,347,5.85011
3581,4664,1824,5.82931
65516,5497,2151,5.5802
121429,4664,1459,5.92768
68816,4664,1530,5.90812
26697,4664,1540,5.90651
2902,4667,130,5.95533
209863,4664,1548,5.9033
4234,4664,1678,5.86472
23375,5497,2163,5.57673
245224,4664,1544,5.90496
5277,4664,1616,5.87956
3275,4664,1477,5.92241
18963,5496,1045,5.58568
18579,4667,135,5.92582
5274,4664,1479,5.92228
109635,4664,1522,5.90997
27608,5498,432,5.67075
190,5499,1812,5.59076
39565,4664,2644,5.672
2335,4664,2220,5.75326
16142,4665,163,5.89511
231876,5499,1817,5.58789
56886,4664,1751,5.84578
23657,4665,114,6.02015
93895,5496,982,5.6297
24764,5499,1916,5.56353
10676,4664,2125,5.76891
12252,4664,1392,5.94676
3183,4664,2280,5.74039
3183,5496,1003,5.61279
164760,5498,481,5.59995
164760,5499,1872,5.57284
20253,4666,411,5.769
4375,5497,2154,5.57946
4375,5499,1832,5.58058
4052,4667,209,5.59477
5058,4664,1528,5.9084
11694,4664,1694,5.86018
5641,5496,1180,5.48974
5641,5498,521,5.52935
5503,4664,2074,5.77867
5503,5496,1028,5.59267
124000,5497,2139,5.58431
124000,5498,466,5.63006
9200,5496,997,5.61569
9200,5497,2146,5.58123
43136,5499,1899,5.56736
2087,5499,1842,5.5788
9650,4664,1573,5.89549
55835,4665,241,5.73592
55835,5499,1841,5.57891
186974,4664,1794,5.83496
83,4664,1800,5.83435
118177,5499,1822,5.58643
29375,4664,1502,5.91528
703,4664,1622,5.87789
286804,4664,1531,5.90792
239,4664,1674,5.86541
9077,4664,1653,5.87063
170431,5497,2157,5.57845
170431,5499,1836,5.5794
11706,4664,2251,5.74643
178349,5496,1007,5.60835
178349,5497,2167,5.57532
40251,4664,2370,5.72094
38578,4664,1554,5.9023
72131,5497,2194,5.566
72131,5499,1846,5.57776
5296,4664,2591,5.68197
2082,4664,1917,5.81154
581,4666,501,5.70177
10884,4664,1516,5.91161
195515,4664,1908,5.81304
484,4667,202,5.61712
7635,4664,1546,5.90344
9867,4664,1514,5.91267
194976,4666,382,5.8092
145553,5497,2140,5.5842
6021,4664,1706,5.857
4222,4664,1618,5.87857
7639,4664,1692,5.86058
2775,4664,1761,5.84385
3965,4664,1941,5.80623
36661,5497,2133,5.5858
2249,4665,282,5.6762
6380,4667,155,5.82749
118559,4664,1545,5.90486
14451,5497,2147,5.58116
4914,4664,1644,5.87211
5953,4665,150,5.92363
17557,4665,528,5.40454
17557,5499,1982,5.54524
28289,4664,1601,5.88447
1321,4665,166,5.89044
2918,4664,1977,5.79926
2918,4667,168,5.75716
89918,5499,1825,5.58345
115105,5498,543,5.48362
115105,5499,2024,5.53522
152115,4666,353,5.84022
221661,5498,441,5.65991
4020,4664,1740,5.84833
50764,4664,1670,5.86651
265304,4664,2139,5.76787
5479,4664,1577,5.89275
40800,5498,452,5.64658
63951,4664,1632,5.87576
296644,4664,1614,5.88075
10829,4664,1812,5.8322
32150,4664,1480,5.92223
577,5496,1018,5.59764
577,5497,2176,5.57247
90050,5499,1873,5.57188
944,5496,1038,5.58834
2121,4664,1879,5.81732
2121,5497,2181,5.57157
159160,4664,1662,5.86839
8737,4664,1716,5.85465
2629,4665,247,5.72518
6045,4664,1810,5.83289
63161,4666,364,5.82719
6946,4664,1999,5.79327
125854,5497,2174,5.57318
19056,4666,399,5.78193
9870,4664,1535,5.90754
35219,4664,1630,5.87614
137958,4664,2382,5.71916
20829,5499,1829,5.58244
12604,5499,1851,5.57715
6037,4664,1808,5.83317
1804,5498,431,5.67079
220443,4666,482,5.71174
62809,5499,1854,5.57663
20122,4666,485,5.7107
20122,5499,1824,5.58522
5830,4664,1585,5.89028
42255,4664,1594,5.88631
33196,5496,1048,5.58302
33196,5497,2152,5.57981
6399,4664,1742,5.8478
5988,4664,1631,5.876
25453,4666,519,5.69038
290,5499,1863,5.57401
9356,4664,1509,5.91405
108012,5496,995,5.61687
269623,4665,137,5.95672
225909,4664,1542,5.90635
4651,4664,2607,5.67988
127096,5496,1020,5.59523
127096,5497,2170,5.5742
40411,4664,1715,5.85485
43332,4664,1608,5.8826
25687,4666,432,5.75623
3807,4664,1869,5.81935
3807,5496,998,5.61443
29376,4664,1559,5.90081
643,4667,138,5.91393
18881,4665,147,5.93236
5997,4664,1718,5.85372
284,4664,1959,5.80276
284,5496,1005,5.61129
284,5497,2131,5.58663
2088,5497,2153,5.5797
2088,5499,1830,5.5821
208887,4664,1506,5.91452
192891,5497,2206,5.56215
192023,4664,1599,5.8849
3749,5499,1867,5.57346
10262,4664,1767,5.84205
192924,4665,197,5.8255
192924,5499,1840,5.57896
197377,4664,1562,5.89864
1898,4667,180,5.70821
299105,4664,1595,5.88605
84913,4666,415,5.76644
25,4664,2388,5.71777
25,5496,1010,5.60568
24230,4666,404,5.77636
6918,4664,1793,5.83496
7840,4664,1747,5.84717
101118,4664,1512,5.91291
2672,5499,1827,5.58285
4011,4664,1621,5.87813
12699,4664,1637,5.87329
193697,4664,1624,5.87716
30706,5499,1848,5.57746
330145,4664,1697,5.85972
9858,4664,1513,5.91273
5279,4664,1566,5.89793
171742,4664,1593,5.88639
201281,4664,2047,5.78291
25344,5497,2155,5.57911
2773,5496,1012,5.60415
175230,4664,1572,5.89557
4366,4664,1667,5.86686
169102,5496,1017,5.59847
9104,4664,1586,5.88968
16149,4665,173,5.87432
5023,4664,1727,5.85215
239262,4664,1560,5.89997
9961,4664,1708,5.85674
11978,4664,1660,5.86872
3901,4664,1654,5.87023
54457,4664,1687,5.86243
7503,4664,1699,5.85895
136229,4664,1780,5.83957
125368,5499,1909,5.56504
30102,4666,390,5.7973
3627,5496,1013,5.60293
3627,5499,1879,5.57067
19009,4664,1646,5.87197
147168,4667,163,5.78405
148381,5498,475,5.61941
177142,4664,1648,5.87158
23387,4667,143,5.89297
4343,4664,1666,5.86744
4359,4664,1871,5.81899
129309,4664,1798,5.83463
15156,5499,1833,5.57996
72083,5497,2160,5.5773
72083,5499,1859,5.57471
68387,4664,1783,5.83843
39095,4665,198,5.82392
125675,5496,1015,5.59882
125675,5499,1862,5.57426
134804,4664,1557,5.90125
10534,4664,2032,5.7862
3313,4666,522,5.68659
320881,4664,1714,5.85523
1986,5499,1950,5.55429
24028,5499,1877,5.57115
10346,4664,1719,5.85362
43023,4665,135,5.96055
7609,4664,1732,5.85142
9504,4664,2111,5.77153
39426,4664,1515,5.91231
23329,4666,503,5.70086
39278,4664,1555,5.90209
6813,4664,1782,5.83865
2736,4664,2203,5.75574
2736,5497,2202,5.56314
114871,4666,669,5.59993
56342,5498,467,5.62837
6700,4664,1669,5.86651
143323,5499,1922,5.56239
64080,5497,2195,5.566
64080,5499,1860,5.57464
120814,5498,436,5.66502
1773,4664,2311,5.73271
1773,5496,1024,5.59403
9044,4664,1611,5.8815
3070,4664,1765,5.84243
9439,5499,1883,5.57024
145390,4664,1587,5.88964
10269,4664,1801,5.83401
198670,4664,2067,5.77952
8328,4664,2159,5.76447
55315,5499,1843,5.57822
1620,4664,1925,5.80974
4977,4664,1982,5.7976
34403,4664,1600,5.88458
38400,4664,2567,5.68753
38400,5496,1058,5.57368
6270,4664,1790,5.83534
31586,4664,2908,5.61813
49396,4664,1696,5.85981
35003,4666,420,5.76418
23848,5497,2166,5.57554
23848,5499,1858,5.57508
7739,4664,1756,5.84446
225166,4664,1735,5.85061
33040,5496,1054,5.57767
225800,4664,1657,5.86961
1420,5499,1931,5.56019
228713,5497,2180,5.57174
136606,4664,1588,5.88919
74311,4664,1552,5.90247
3162,4664,1968,5.80158
4178,4666,430,5.75766
2366,4666,525,5.68581
26620,4664,1650,5.87117
31926,4666,416,5.76586
94615,4664,1736,5.85034
129735,5498,447,5.65312
88246,4664,1603,5.88432
248909,5498,479,5.60466
248909,5499,1874,5.57164
103883,5499,1853,5.57681
145675,5499,1876,5.57143
5656,4664,2041,5.78406
11278,4664,1582,5.89188
6980,5496,1040,5.58718
6980,5499,1928,5.56096
2875,4664,1709,5.85666
5990,4664,1921,5.81073
164590,5499,1852,5.57705
41054,5498,468,5.62659
210428,4664,1549,5.90305
99698,5496,1035,5.59032
2457,4664,3086,5.57876
2457,4665,251,5.71997
49400,4664,1768,5.84201
63868,4664,1684,5.86363
105265,4666,498,5.70353
9685,4665,145,5.93625
294463,4664,2752,5.65119
4919,4664,1805,5.83349
127989,4666,365,5.82701
509,5499,1891,5.56853
11708,4664,1717,5.854
167,5497,2168,5.57518
178,4666,494,5.70494
77076,4665,224,5.7626
25142,5499,1871,5.57299
37345,5497,2172,5.57385
37345,5499,1868,5.5733
85633,4664,1964,5.80194
31336,4667,152,5.83739
123370,5499,1900,5.56731
11465,4664,1733,5.85092
383,5499,1844,5.57799
23284,4666,443,5.74201
349805,4664,2015,5.78857
5822,4664,1804,5.83369
10234,4664,1863,5.82116
5752,4664,1619,5.87842
1578,5496,1016,5.5986
1578,5497,2175,5.57278
132251,5499,1956,5.55254
180867,5499,1920,5.563
130922,4664,1792,5.83523
4960,4664,1799,5.83451
6732,4664,1874,5.81873
257962,5499,1857,5.57512
131457,5497,2169,5.57459
42617,5497,2210,5.56126
42617,5499,1933,5.55986
120547,4664,1789,5.83542
257273,4665,244,5.73224
257273,5499,1855,5.57649
31378,4664,1661,5.86839
288572,4664,1527,5.90864
183,4666,435,5.75296
9117,4664,1743,5.8477
3576,4664,1969,5.80142
1367,5497,2162,5.57697
309545,4664,1676,5.86526
7638,4664,2018,5.78834
2194,4664,2255,5.74563
127883,5497,2161,5.57698
60035,5499,1866,5.5737
103830,4666,394,5.78781
255381,4664,1579,5.89207
4236,4664,2165,5.76239
1551,4664,3015,5.5976
1551,5499,1929,5.56077
140682,4664,2193,5.75718
8751,4664,1809,5.83299
1218,4665,330,5.62279
67910,5499,1886,5.56943
252579,4664,1701,5.85848
122599,5496,1084,5.55522
20528,5499,1870,5.573
129307,4664,2014,5.78903
22297,4664,1700,5.85894
86919,4664,1748,5.8471
26919,4664,2002,5.79278
2546,5499,1932,5.55994
49392,4664,1705,5.85791
34696,5499,1861,5.57451
5488,4664,1918,5.81148
25196,4666,598,5.63697
151936,4664,1803,5.83385
99042,4664,1750,5.84676
286063,5496,1036,5.58904
273519,4664,1693,5.86019
290872,4664,1597,5.88562
120033,4664,1897,5.81438
4125,4664,2145,5.76698
67084,4664,1981,5.79795
4016,4664,1655,5.87014
687,4666,455,5.73375
25993,4664,1766,5.84218
131387,4666,528,5.68248
1501,5499,2025,5.53518
26047,5496,1047,5.58383
26047,5497,2209,5.56158
2025,5496,1112,5.53698
40830,4666,495,5.70441
2427,4664,2076,5.77826
6038,4664,1904,5.81338
206450,5499,1924,5.56175
148375,4666,732,5.57153
2965,4666,504,5.70062
2452,5498,571,5.42625
20467,4666,497,5.70383
20467,5497,2199,5.56522
7752,4664,1641,5.87254
3594,4664,2461,5.70713
3594,5496,1034,5.59033
20906,4667,137,5.91416
20906,5497,2201,5.5648
